source_file,entity_type,raw_value,confidence,extraction_timestamp
W2_XL_input_clean_1112.pdf,FormYear,2010,0.86,2026-05-29 02:15:02.854818
W2_XL_input_clean_1112.pdf,LocalIncomeTax_Line1,11091.51,0.71,2026-05-29 02:15:02.854832
W2_XL_input_clean_1112.pdf,LocalWagesTipsEtc_Line1,99452.5,0.56,2026-05-29 02:15:02.854847
W2_XL_input_clean_1112.pdf,LocalityName_Line1,Nichols Spring,0.76,2026-05-29 02:15:02.854863
W2_XL_input_clean_1112.pdf,MedicareTaxWithheld,3310.63,0.91,2026-05-29 02:15:02.854878
W2_XL_input_clean_1112.pdf,MedicareWagesAndTips,114159.59,0.96,2026-05-29 02:15:02.854893
W2_XL_input_clean_1112.pdf,NonqualifiedPlans,262,0.02,2026-05-29 02:15:02.854978
W2_XL_input_clean_1112.pdf,SSN,585-23-3255,0.97,2026-05-29 02:15:02.854998
W2_XL_input_clean_1112.pdf,SocialSecurityTaxWithheld,10056.89,0.92,2026-05-29 02:15:02.855032
W2_XL_input_clean_1112.pdf,SocialSecurityTips,131462.56,0.96,2026-05-29 02:15:02.855049
W2_XL_input_clean_1112.pdf,SocialSecurityWages,131462.56,0.96,2026-05-29 02:15:02.855064
W2_XL_input_clean_1112.pdf,StateIncomeTax_Line1,5451.43,0.61,2026-05-29 02:15:02.855085
W2_XL_input_clean_1112.pdf,StateWagesTipsEtc_Line1,48957.06,0.49,2026-05-29 02:15:02.855107
W2_XL_input_clean_1112.pdf,State_Line1,FL,0.77,2026-05-29 02:15:02.855123
W2_XL_input_clean_1112.pdf,WagesTipsOtherCompensation,108752.74,0.94,2026-05-29 02:15:02.855138
W2_XL_input_clean_1112.pdf,a_Value,2345,0.33,2026-05-29 02:15:02.855153
W2_XL_input_clean_1112.pdf,b_Code,G,0.54,2026-05-29 02:15:02.855175
W2_XL_input_clean_1112.pdf,c_Code,P,0.09,2026-05-29 02:15:02.855191
W2_XL_input_clean_1112.pdf,c_Value,822,0.33,2026-05-29 02:15:02.855206
W2_XL_input_clean_1332.pdf,AllocatedTips,98726.19,0.88,2026-05-29 02:15:16.506370
W2_XL_input_clean_1332.pdf,ControlNumber,2209098,0.69,2026-05-29 02:15:16.506468
W2_XL_input_clean_1332.pdf,DependentCareBenefits,257,0.83,2026-05-29 02:15:16.506503
W2_XL_input_clean_1332.pdf,EIN,77-1212212,0.99,2026-05-29 02:15:16.506541
W2_XL_input_clean_1332.pdf,EmployeeAddress_City,Kristinafort,0.83,2026-05-29 02:15:16.506570
W2_XL_input_clean_1332.pdf,EmployeeAddress_State,WV,0.02,2026-05-29 02:15:16.506595
W2_XL_input_clean_1332.pdf,EmployeeAddress_StreetAddressOrPostalBox,08165 Wilcox Ports,0.53,2026-05-29 02:15:16.506675
W2_XL_input_clean_1332.pdf,EmployeeName_FirstName,Dean,0.88,2026-05-29 02:15:16.506721
W2_XL_input_clean_1332.pdf,EmployeeName_LastName,Lynch,0.86,2026-05-29 02:15:16.506755
W2_XL_input_clean_1332.pdf,EmployerAddress_City,Kathrynstad,0.84,2026-05-29 02:15:16.506784
W2_XL_input_clean_1332.pdf,EmployerAddress_State,OH,0.07,2026-05-29 02:15:16.506816
W2_XL_input_clean_1332.pdf,EmployerAddress_StreetAddressOrPostalBox,57258 Atkinson Glen Suite 787,0.38,2026-05-29 02:15:16.506835
W2_XL_input_clean_1332.pdf,EmployerName,Mckenzie-Richards and Sons,0.93,2026-05-29 02:15:16.506914
W2_XL_input_clean_1332.pdf,EmployerStateIdNumber_Line1,021-83-463,0.52,2026-05-29 02:15:16.506939
W2_XL_input_clean_1332.pdf,FederalIncomeTaxWithheld,9529.6,0.73,2026-05-29 02:15:16.506965
W2_XL_input_clean_1332.pdf,FormYear,2010,0.87,2026-05-29 02:15:16.506980
W2_XL_input_clean_1332.pdf,LocalIncomeTax_Line1,13488.35,0.85,2026-05-29 02:15:16.506995
W2_XL_input_clean_1332.pdf,LocalWagesTipsEtc_Line1,85435.7,0.69,2026-05-29 02:15:16.507011
W2_XL_input_clean_1332.pdf,LocalityName_Line1,Cochran Heights,0.72,2026-05-29 02:15:16.507026
W2_XL_input_clean_1332.pdf,MedicareTaxWithheld,2863.06,0.96,2026-05-29 02:15:16.507041
W2_XL_input_clean_1332.pdf,MedicareWagesAndTips,98726.19,0.96,2026-05-29 02:15:16.507056
W2_XL_input_clean_1332.pdf,SSN,177-37-3195,0.98,2026-05-29 02:15:16.507071
W2_XL_input_clean_1332.pdf,SocialSecurityTaxWithheld,7762.19,0.7,2026-05-29 02:15:16.507086
W2_XL_input_clean_1332.pdf,SocialSecurityTips,101466.49,0.99,2026-05-29 02:15:16.507108
W2_XL_input_clean_1332.pdf,SocialSecurityWages,101466.49,0.97,2026-05-29 02:15:16.507123
W2_XL_input_clean_1332.pdf,StateIncomeTax_Line1,3630.48,0.71,2026-05-29 02:15:16.507138
W2_XL_input_clean_1332.pdf,StateWagesTipsEtc_Line1,36159.82,0.58,2026-05-29 02:15:16.507153
W2_XL_input_clean_1332.pdf,State_Line1,OH,0.92,2026-05-29 02:15:16.507168
W2_XL_input_clean_1332.pdf,WagesTipsOtherCompensation,78224.53,0.96,2026-05-29 02:15:16.507182
W2_XL_input_clean_1332.pdf,a_Code,G,0.54,2026-05-29 02:15:16.507198
W2_XL_input_clean_1332.pdf,b_Code,H,0.15,2026-05-29 02:15:16.507214
W2_XL_input_clean_1332.pdf,c_Value,400,0.32,2026-05-29 02:15:16.507285
W2_XL_input_clean_1332.pdf,d_Code,G,0.0,2026-05-29 02:15:16.507316
W2_XL_input_clean_1111.pdf,AllocatedTips,77801.6,0.85,2026-05-29 02:15:27.016018
W2_XL_input_clean_1111.pdf,ControlNumber,4465324,0.8,2026-05-29 02:15:27.016109
W2_XL_input_clean_1111.pdf,DependentCareBenefits,258,0.72,2026-05-29 02:15:27.016139
W2_XL_input_clean_1111.pdf,EIN,37-8327981,0.98,2026-05-29 02:15:27.016182
W2_XL_input_clean_1111.pdf,EmployeeAddress_City,Jeremystad,0.85,2026-05-29 02:15:27.016211
W2_XL_input_clean_1111.pdf,EmployeeAddress_State,HI,0.06,2026-05-29 02:15:27.016260
W2_XL_input_clean_1111.pdf,EmployeeAddress_StreetAddressOrPostalBox,51361 Brent Plaza,0.62,2026-05-29 02:15:27.016288
W2_XL_input_clean_1111.pdf,EmployeeAddress_Zip,52070,0.79,2026-05-29 02:15:27.016330
W2_XL_input_clean_1111.pdf,EmployeeName_FirstName,Seth,0.94,2026-05-29 02:15:27.016371
W2_XL_input_clean_1111.pdf,EmployeeName_LastName,Valdez,0.88,2026-05-29 02:15:27.016406
W2_XL_input_clean_1111.pdf,EmployerAddress_City,South Ryanbury,0.59,2026-05-29 02:15:27.016446
W2_XL_input_clean_1111.pdf,EmployerAddress_State,OK,0.07,2026-05-29 02:15:27.016462
W2_XL_input_clean_1111.pdf,EmployerAddress_StreetAddressOrPostalBox,153 Gonzalez Centers,0.9,2026-05-29 02:15:27.016478
W2_XL_input_clean_1111.pdf,EmployerName,Deleon-Cooper LLC,0.97,2026-05-29 02:15:27.016493
W2_XL_input_clean_1111.pdf,EmployerStateIdNumber_Line1,361-87-912,0.68,2026-05-29 02:15:27.016508
W2_XL_input_clean_1111.pdf,FederalIncomeTaxWithheld,7577.09,0.78,2026-05-29 02:15:27.016525
W2_XL_input_clean_1111.pdf,FormYear,2010,0.87,2026-05-29 02:15:27.016540
W2_XL_input_clean_1111.pdf,LocalIncomeTax_Line1,11893.38,0.84,2026-05-29 02:15:27.016555
W2_XL_input_clean_1111.pdf,LocalWagesTipsEtc_Line1,64852.26,0.69,2026-05-29 02:15:27.016569
W2_XL_input_clean_1111.pdf,LocalityName_Line1,Schultz Cape,0.87,2026-05-29 02:15:27.016584
W2_XL_input_clean_1111.pdf,MedicareTaxWithheld,2256.25,0.95,2026-05-29 02:15:27.016598
W2_XL_input_clean_1111.pdf,MedicareWagesAndTips,77801.6,0.95,2026-05-29 02:15:27.016613
W2_XL_input_clean_1111.pdf,SSN,712-91-0316,0.98,2026-05-29 02:15:27.016628
W2_XL_input_clean_1111.pdf,SocialSecurityTaxWithheld,4259.68,0.81,2026-05-29 02:15:27.016644
W2_XL_input_clean_1111.pdf,SocialSecurityTips,55682.15,0.98,2026-05-29 02:15:27.016666
W2_XL_input_clean_1111.pdf,SocialSecurityWages,55682.15,0.97,2026-05-29 02:15:27.016686
W2_XL_input_clean_1111.pdf,StateIncomeTax_Line1,2633.16,0.53,2026-05-29 02:15:27.016701
W2_XL_input_clean_1111.pdf,StateWagesTipsEtc_Line1,33676.6,0.36,2026-05-29 02:15:27.016716
W2_XL_input_clean_1111.pdf,State_Line1,WI,0.71,2026-05-29 02:15:27.016731
W2_XL_input_clean_1111.pdf,WagesTipsOtherCompensation,64813.97,0.97,2026-05-29 02:15:27.016746
W2_XL_input_clean_1111.pdf,a_Code,G,0.65,2026-05-29 02:15:27.016762
W2_XL_input_clean_1111.pdf,b_Value,302,0.21,2026-05-29 02:15:27.016778
W2_XL_input_clean_1111.pdf,c_Value,728,0.61,2026-05-29 02:15:27.016794
W2_XL_input_clean_1111.pdf,d_Code,E,0.0,2026-05-29 02:15:27.016810
W2_XL_input_clean_1114.pdf,AllocatedTips,215432.77,0.94,2026-05-29 02:15:42.989014
W2_XL_input_clean_1114.pdf,ControlNumber,8641437,0.9,2026-05-29 02:15:42.989123
W2_XL_input_clean_1114.pdf,DependentCareBenefits,176,0.57,2026-05-29 02:15:42.989158
W2_XL_input_clean_1114.pdf,EIN,03-7372643,0.98,2026-05-29 02:15:42.989186
W2_XL_input_clean_1114.pdf,EmployeeAddress_State,NM,0.04,2026-05-29 02:15:42.989212
W2_XL_input_clean_1114.pdf,EmployeeAddress_StreetAddressOrPostalBox,262 Jeremy Street,0.85,2026-05-29 02:15:42.989273
W2_XL_input_clean_1114.pdf,EmployeeName_FirstName,Lee,0.91,2026-05-29 02:15:42.989303
W2_XL_input_clean_1114.pdf,EmployeeName_LastName,Michael,0.72,2026-05-29 02:15:42.989345
W2_XL_input_clean_1114.pdf,EmployerAddress_City,Amandamouth,0.95,2026-05-29 02:15:42.989386
W2_XL_input_clean_1114.pdf,EmployerAddress_State,NH,0.07,2026-05-29 02:15:42.989423
W2_XL_input_clean_1114.pdf,EmployerAddress_StreetAddressOrPostalBox,7533 Cooper Underpass Suite 795,0.85,2026-05-29 02:15:42.989454
W2_XL_input_clean_1114.pdf,EmployerAddress_Zip,18881,0.85,2026-05-29 02:15:42.989471
W2_XL_input_clean_1114.pdf,EmployerName,"Castro, Sanders and Bryant and Sons",0.94,2026-05-29 02:15:42.989488
W2_XL_input_clean_1114.pdf,FederalIncomeTaxWithheld,56925.83,0.86,2026-05-29 02:15:42.989503
W2_XL_input_clean_1114.pdf,FormYear,2010,0.84,2026-05-29 02:15:42.989519
W2_XL_input_clean_1114.pdf,LocalIncomeTax_Line1,33760.84,0.73,2026-05-29 02:15:42.989534
W2_XL_input_clean_1114.pdf,LocalWagesTipsEtc_Line1,180434.7,0.41,2026-05-29 02:15:42.989549
W2_XL_input_clean_1114.pdf,LocalityName_Line1,Ashley Mountains,0.78,2026-05-29 02:15:42.989565
W2_XL_input_clean_1114.pdf,MedicareTaxWithheld,6247.55,0.93,2026-05-29 02:15:42.989580
W2_XL_input_clean_1114.pdf,MedicareWagesAndTips,215432.77,0.95,2026-05-29 02:15:42.989603
W2_XL_input_clean_1114.pdf,NonqualifiedPlans,246,0.08,2026-05-29 02:15:42.989618
W2_XL_input_clean_1114.pdf,SSN,834-82-6236,0.97,2026-05-29 02:15:42.989634
W2_XL_input_clean_1114.pdf,SocialSecurityTaxWithheld,13495.02,0.9,2026-05-29 02:15:42.989649
W2_XL_input_clean_1114.pdf,SocialSecurityTips,176405.48,0.96,2026-05-29 02:15:42.989708
W2_XL_input_clean_1114.pdf,SocialSecurityWages,176405.48,0.94,2026-05-29 02:15:42.989727
W2_XL_input_clean_1114.pdf,StateIncomeTax_Line1,6547.83,0.55,2026-05-29 02:15:42.989743
W2_XL_input_clean_1114.pdf,StateWagesTipsEtc_Line1,105711.84,0.34,2026-05-29 02:15:42.989758
W2_XL_input_clean_1114.pdf,State_Line1,TX,0.76,2026-05-29 02:15:42.989773
W2_XL_input_clean_1114.pdf,WagesTipsOtherCompensation,213171.39,0.96,2026-05-29 02:15:42.989811
W2_XL_input_clean_1114.pdf,a_Value,9223,0.76,2026-05-29 02:15:42.989825
W2_XL_input_clean_1114.pdf,b_Code,E,0.71,2026-05-29 02:15:42.989841
W2_XL_input_clean_1114.pdf,c_Code,E,0.46,2026-05-29 02:15:42.989858
W2_XL_input_clean_1114.pdf,c_Value,145,0.11,2026-05-29 02:15:42.989873
W2_XL_input_clean_1114.pdf,d_Code,P,0.0,2026-05-29 02:15:42.989890
W2_XL_input_clean_1119.pdf,AllocatedTips,40427.92,0.68,2026-05-29 02:15:55.400402
W2_XL_input_clean_1119.pdf,ControlNumber,8569545,0.91,2026-05-29 02:15:55.400448
W2_XL_input_clean_1119.pdf,DependentCareBenefits,224,0.59,2026-05-29 02:15:55.400466
W2_XL_input_clean_1119.pdf,EIN,80-6012027,0.98,2026-05-29 02:15:55.400483
W2_XL_input_clean_1119.pdf,EmployeeAddress_City,Simmonsberg,0.78,2026-05-29 02:15:55.400498
W2_XL_input_clean_1119.pdf,EmployeeAddress_State,RI,0.04,2026-05-29 02:15:55.400514
W2_XL_input_clean_1119.pdf,EmployeeAddress_StreetAddressOrPostalBox,0482 Jenna Street Suite 862,0.85,2026-05-29 02:15:55.400529
W2_XL_input_clean_1119.pdf,EmployeeAddress_Zip,44511,0.81,2026-05-29 02:15:55.400544
W2_XL_input_clean_1119.pdf,EmployeeName_FirstName,Martin,0.87,2026-05-29 02:15:55.400562
W2_XL_input_clean_1119.pdf,EmployeeName_LastName,Becker,0.97,2026-05-29 02:15:55.400577
W2_XL_input_clean_1119.pdf,EmployerAddress_City,West Andrew,0.91,2026-05-29 02:15:55.400592
W2_XL_input_clean_1119.pdf,EmployerAddress_State,VT,0.07,2026-05-29 02:15:55.400607
W2_XL_input_clean_1119.pdf,EmployerAddress_StreetAddressOrPostalBox,440 April Mall Apt. 644,0.88,2026-05-29 02:15:55.400622
W2_XL_input_clean_1119.pdf,EmployerName,"George, Joseph and Acevedo LLC",0.98,2026-05-29 02:15:55.400637
W2_XL_input_clean_1119.pdf,FederalIncomeTaxWithheld,16037.48,0.97,2026-05-29 02:15:55.400652
W2_XL_input_clean_1119.pdf,FormYear,2010,0.87,2026-05-29 02:15:55.400668
W2_XL_input_clean_1119.pdf,LocalIncomeTax_Line1,6149.35,0.67,2026-05-29 02:15:55.400682
W2_XL_input_clean_1119.pdf,LocalWagesTipsEtc_Line1,45507.91,0.38,2026-05-29 02:15:55.400697
W2_XL_input_clean_1119.pdf,LocalityName_Line1,Lindsey Parkways,0.78,2026-05-29 02:15:55.400711
W2_XL_input_clean_1119.pdf,MedicareTaxWithheld,1172.41,0.96,2026-05-29 02:15:55.400727
W2_XL_input_clean_1119.pdf,MedicareWagesAndTips,40427.92,0.96,2026-05-29 02:15:55.400800
W2_XL_input_clean_1119.pdf,NonqualifiedPlans,151,0.09,2026-05-29 02:15:55.400828
W2_XL_input_clean_1119.pdf,SSN,420-83-7336,0.99,2026-05-29 02:15:55.400845
W2_XL_input_clean_1119.pdf,SocialSecurityTaxWithheld,4106.86,0.96,2026-05-29 02:15:55.400860
W2_XL_input_clean_1119.pdf,SocialSecurityTips,53684.46,0.96,2026-05-29 02:15:55.400875
W2_XL_input_clean_1119.pdf,SocialSecurityWages,53684.46,0.97,2026-05-29 02:15:55.400889
W2_XL_input_clean_1119.pdf,StateIncomeTax_Line1,1954.86,0.32,2026-05-29 02:15:55.400915
W2_XL_input_clean_1119.pdf,State_Line1,GA,0.32,2026-05-29 02:15:55.400930
W2_XL_input_clean_1119.pdf,WagesTipsOtherCompensation,43904.69,0.97,2026-05-29 02:15:55.400944
W2_XL_input_clean_1119.pdf,a_Code,G,0.69,2026-05-29 02:15:55.400960
W2_XL_input_clean_1119.pdf,a_Value,7385,0.07,2026-05-29 02:15:55.400983
W2_XL_input_clean_1119.pdf,c_Code,E,0.04,2026-05-29 02:15:55.400999
W2_XL_input_clean_1016.pdf,AllocatedTips,123417.38,0.94,2026-05-29 02:16:07.124598
W2_XL_input_clean_1016.pdf,ControlNumber,5614245,0.92,2026-05-29 02:16:07.124690
W2_XL_input_clean_1016.pdf,DependentCareBenefits,234,0.72,2026-05-29 02:16:07.124720
W2_XL_input_clean_1016.pdf,EIN,42-1580203,0.98,2026-05-29 02:16:07.124746
W2_XL_input_clean_1016.pdf,EmployeeAddress_City,Chadfort,0.92,2026-05-29 02:16:07.124774
W2_XL_input_clean_1016.pdf,EmployeeAddress_State,ND,0.07,2026-05-29 02:16:07.124798
W2_XL_input_clean_1016.pdf,EmployeeAddress_StreetAddressOrPostalBox,73200 Tammy Bridge Apt. 560,0.61,2026-05-29 02:16:07.124821
W2_XL_input_clean_1016.pdf,EmployeeName_FirstName,Laura,0.95,2026-05-29 02:16:07.124860
W2_XL_input_clean_1016.pdf,EmployeeName_LastName,Daniel,0.93,2026-05-29 02:16:07.124901
W2_XL_input_clean_1016.pdf,EmployerAddress_City,Rubiotown,0.87,2026-05-29 02:16:07.124937
W2_XL_input_clean_1016.pdf,EmployerAddress_State,IN,0.07,2026-05-29 02:16:07.124974
W2_XL_input_clean_1016.pdf,EmployerAddress_StreetAddressOrPostalBox,706 Cook Island Apt. 840,0.73,2026-05-29 02:16:07.124992
W2_XL_input_clean_1016.pdf,EmployerName,Jones-Jones Group,0.95,2026-05-29 02:16:07.125015
W2_XL_input_clean_1016.pdf,EmployerStateIdNumber_Line1,328-54-651,0.71,2026-05-29 02:16:07.125031
W2_XL_input_clean_1016.pdf,FederalIncomeTaxWithheld,28250.59,0.96,2026-05-29 02:16:07.125047
W2_XL_input_clean_1016.pdf,FormYear,2010,0.9,2026-05-29 02:16:07.125063
W2_XL_input_clean_1016.pdf,LocalIncomeTax_Line1,21665.12,0.85,2026-05-29 02:16:07.125078
W2_XL_input_clean_1016.pdf,LocalWagesTipsEtc_Line1,126534.91,0.81,2026-05-29 02:16:07.125093
